player_name,display_name,years_kept
Jonathan Taylor,GizzleGotEm,2
Jayden Daniels,GizzleGotEm,1
Courtland Sutton,GizzleGotEm,1
Jahmyr Gibbs,JbMcc13,2
Lamar Jackson,JbMcc13,1
Calvin Ridley,Emrtz,1
Trey McBride,Emrtz,1
De'Von Achane,chilliah,2
Jaylen Warren,chilliah,1
Josh Allen,Robbietee,1
Chase Brown,Andjita,1
Brian Thomas,Andjita,1
Nico Collins,Andjita,2
Keon Coleman,larrrl,1
Jake Ferguson,larrrl,1
Puka Nacua,MeatWizard,2
Ladd McConkey,Ninked,1
Jameson Williams,Ninked,1
Brock Bowers,Ninked,1
